mode,t,h,log_h,H,T_model,p_model,log_screen_probability,log_crossing_flux,integration_error,numeric_status,elapsed_microseconds
midpoint,0.75,0.25871512218645204,-1.3520277369703271,0.57633287107985032,0.56195535537418329,0.14538634842896292,-0.36305242425219986,-1.715080161222527,4.4598597042406632e-17,ok,337
midpoint,0.7734375,0.24133815456091989,-1.421556198001702,0.58219098834888805,0.55867297866320309,0.1348291056736296,-0.35305804039637845,-1.7746142383980805,4.2925469314438253e-17,ok,337
midpoint,0.796875,0.22491779660392738,-1.4920202919607028,0.58765307414154422,0.55562977760234322,0.12497102530584923,-0.34277009175980677,-1.8347903837205095,3.8810453820703064e-17,ok,331
midpoint,0.8203125,0.20943231788274111,-1.5633546568155328,0.59274131610693004,0.55280977935164188,0.11577623343786103,-0.33228145076849569,-1.8956361075840285,3.6154133662945872e-17,ok,322
midpoint,0.84375,0.19485100695226515,-1.6355200793777458,0.59747727923664895,0.55019788242458367,0.10720661141343411,-0.32167585974909119,-1.957195939126837,3.6253127200459384e-17,ok,323
midpoint,0.8671875,0.18113771697452338,-1.7084976697665037,0.60188173920910759,0.54777988676600309,0.099223598093356735,-0.31102793334264356,-2.0195256031091473,3.1295570383765923e-17,ok,322
midpoint,0.890625,0.16825337688900269,-1.7822842399959926,0.60597458618391098,0.54554248929961402,0.09178936606109267,-0.30040337302798159,-2.0826876130239742,3.0382469472225417e-17,ok,326
midpoint,0.9140625,0.15615772408856704,-1.8568887306514861,0.60977477786405421,0.54347325749957465,0.084867546994133319,-0.28985931932403786,-2.1467480499755238,2.7001985928217604e-17,ok,335
midpoint,0.9375,0.1448104729188196,-1.9323294748585489,0.61330032618537222,0.54156058985114774,0.078423645130539593,-0.27944479198773942,-2.2117742668462883,2.5701048796328599e-17,ok,330
midpoint,0.9609375,0.13417208459159313,-2.0086320895578202,0.61656830644452498,0.53979366923773531,0.072425241850971864,-0.26920118738822651,-2.2778332769460468,2.3870917640975121e-17,ok,319
midpoint,0.984375,0.12420425954523859,-2.0858278142154649,0.61959488102135107,0.53816241324585812,0.066842064052280506,-0.25916281464763424,-2.3449906288630991,2.1505105798000115e-17,ok,325
midpoint,1.0078125,0.11487023735103498,-2.1639521585691459,0.62239533224861154,0.53665742396333638,0.061645965666863457,-0.2493574589945573,-2.4133096175637032,2.0548924067295478e-17,ok,334
midpoint,1.03125,0.1061349626064879,-2.2430437626060642,0.62498410064690069,0.53526993889709729,0.056810854949220481,-0.23980696362500453,-2.4828507262310686,1.9695348406678906e-17,ok,329
midpoint,1.0546875,0.097965156686935492,-2.3231434075431849,0.6273748258805063,0.53399178401473191,0.052312588790539426,-0.23052782182299236,-2.5536712293661772,1.7637645782859511e-17,ok,327
midpoint,1.078125,0.090329322910606372,-2.4042931435796153,0.6295803885698128,0.53281532950850097,0.048128847950894518,-0.22153177051479156,-2.625824914094407,1.6321986774993394e-17,ok,328
midpoint,1.1015625,0.083197704770462441,-2.4865355184289797,0.63161295164207865,0.53173344861344851,0.044239002474321554,-0.21282637577627583,-2.6993618942052553,1.5743271866710256e-17,ok,326
midpoint,1.125,0.076542211861453477,-2.5699129012906328,0.63348400029980323,0.53073947963029466,0.040623973693099585,-0.20441560063741138,-2.7743285019280441,1.3945121623490073e-17,ok,329
midpoint,1.1484375,0.07033632484290972,-2.6544669017671834,0.63520437998769241,0.52982719117624955,0.037266097429179121,-0.19630034604978086,-2.8507672478169641,1.2549293551534572e-17,ok,328
midpoint,1.171875,0.064554988457650342,-2.7402378841541646,0.63678433197649253,0.52899075059380807,0.034148991798787068,-0.18847895707899442,-2.9287168412331592,1.2202016040153707e-17,ok,329
midpoint,1.1953125,0.05917449982067581,-2.8272645761623698,0.63823352637151287,0.5282246953785622,0.031257432141955262,-0.18094768808744777,-3.0082122642498175,1.0297145500859152e-17,ok,328
midpoint,1.21875,0.054172397647147257,-2.9155837687606025,0.63956109250424642,0.52752390743659738,0.028577234882032256,-0.17370112265689996,-3.0892848914175026,9.4329247185492265e-18,ok,330
midpoint,1.2421875,0.049527356706856353,-3.0052301013236251,0.64077564678191423,0.52688358994713436,0.026095151502300757,-0.16673254603774101,-3.171962647361366,9.2804484953234081e-18,ok,341
midpoint,1.265625,0.04521909054322213,-3.0962359241606947,0.64188531815533789,0.52629924658475602,0.023798773284145675,-0.16003426981317848,-3.2562701939738732,8.2099499864168798e-18,ok,362
midpoint,1.2890625,0.041228264386782482,-3.1886312290314494,0.64289777142347304,0.52576666284610185,0.021676446981575413,-0.15359791009825796,-3.3422291391297074,7.5191738014459947e-18,ok,362
midpoint,1.3125,0.037536419242981983,-3.28244363748292,0.64382022862671207,0.52528188922657082,0.019717201214754183,-0.14741462188034715,-3.4298582593632672,7.0423436257288277e-18,ok,362
midpoint,1.3359375,0.034125907354012372,-3.3776984367019303,0.64465948879454771,0.52484122600146899,0.017910683054092401,-0.14147529302604445,-3.5191737297279748,6.125932482556637e-18,ok,362
midpoint,1.359375,0.030979838626969725,-3.4744186529492107,0.64542194631042105,0.52444120938128214,0.016247104035964962,-0.13577070204579733,-3.6101893549950081,5.41758649229456e-18,ok,361
midpoint,1.3828125,0.028082037177917234,-3.5726251533849567,0.64611360814152241,0.52407859883049113,0.014717194696508623,-0.13029164396504289,-3.7029167973499995,5.0771832227887048e-18,ok,365
midpoint,1.40625,0.025417006847807462,-3.6723367680762617,0.64674011015767074,0.52375036536190467,0.013312166622945191,-0.12502902865696286,-3.7973657967332248,4.4515645651327905e-18,ok,368
midpoint,1.4296875,0.022969904380705494,-3.7735704250801518,0.64730673273441541,0.52345368064238029,0.012023680992083827,-0.11997395580910397,-3.8935443808892556,4.3513562099812049e-18,ok,369
midpoint,1.453125,0.020726518894097018,-3.8763412926318823,0.6478184158039183,0.52318590676984755,0.010843822581790527,-0.11511777038346316,-3.9914590630153453,3.7983572063399572e-18,ok,368
midpoint,1.4765625,0.018673256291942896,-3.9806629235706601,0.64827977348516952,0.52294458660477317,0.009765078292155057,-0.11045210203928002,-4.0911150256099402,3.4407738158742316e-18,ok,368
midpoint,1.5,0.016797127351767412,-4.0865473981597713,0.64869510839430911,0.5227274345609445,0.0087803192885828503,-0.10596889156218048,-4.1925162897219517,3.1137623518400723e-18,ok,368
